사업장명,지번주소,도로명주소,업태구분명,구,경도,위도,구글가게명,구글주소,별점,카테고리,리뷰수,구글위도,구글경도
원조 참새방앗간,서울특별시 동대문구 제기동 573 ,"서울특별시 동대문구 왕산로35길 43, 1층 (제기동)",일식,동대문구,127.0427685,37.58161364,참새방앗간,서울특별시 동대문구 왕산로35길 43,4.3,음식점,23,37.5816132,127.0427686
탐스타코,서울특별시 동대문구 이문동 305-70 ,"서울특별시 동대문구 휘경로 16-4, 101호 (이문동)","외국음식전문점(인도,태국등)",동대문구,127.0615763,37.5955557,탐스 타코,서울특별시 동대문구 휘경로 16-4,5.0,타코 레스토랑,1,37.5954986,127.0616069
서파넓적갈비 용두점,서울특별시 동대문구 용두동 39-752 ,"서울특별시 동대문구 천호대로31길 16, 1층 (용두동)",한식,동대문구,127.0407767,37.57423135,서파넓적갈비용두점,서울특별시 동대문구 용두동 번지 1층 39-752,4.3,음식점,15,37.5741801,127.0407511
고집,서울특별시 동대문구 장안동 460-2,"서울특별시 동대문구 천호대로85길 28, 1층 (장안동)",식육(숯불구이),동대문구,127.0667792,37.56317415,고집,서울특별시 동대문구 장안동 천호대로85길 28 1층,4.9,한식 고기구이 레스토랑,7,37.5631302,127.066784
스시덴고쿠 청량리점,"서울특별시 동대문구 전농동 591-53 청량리역,롯데백화점 ","서울특별시 동대문구 왕산로 214, 청량리역,롯데백화점 지하2층 (전농동)",일식,동대문구,127.0469924,37.58097731,스시덴고쿠 롯데백화점 청량리점,서울특별시 동대문구 왕산로 214,2.5,일본 음식점,2,37.5809769,127.0469926
꽁보리밥,서울특별시 동대문구 장안동 390-14번지 ,"서울특별시 동대문구 한천로24길 41, 1층 (장안동)",한식,동대문구,127.0672642,37.56995237,꽁보리밥,서울특별시 동대문구 장안제1동 390-18,4.4,음식점,33,37.5700719,127.0672419
무화,서울특별시 동대문구 제기동 137-41번지 ,"서울특별시 동대문구 안암로24길 4, 2층 (제기동)",기타,동대문구,127.0352752,37.58843339,무화,서울특별시 동대문구 제기동 안암로24길 4,5.0,음식점,1,37.588379,127.0352698
곽씨아저씨네,서울특별시 동대문구 제기동 136-53번지 ,"서울특별시 동대문구 고산자로 562, 2층 (제기동)",한식,동대문구,127.0367588,37.58956901,곽씨아저씨,서울특별시 동대문구 제기동 136-53번지 2층,4.6,한식 고기구이 레스토랑,11,37.5895406,127.0367234
고기 원해유,서울특별시 동대문구 청량리동 741 ,"서울특별시 동대문구 왕산로37길 16, 1층 (청량리동)",한식,동대문구,127.0443498,37.58069661,고기원해유,서울특별시 동대문구 왕산로37길 16 1 층,4.7,음식점,3,37.5806962,127.04435
홍콩반점 0410 답십리점,서울특별시 동대문구 답십리동 494-1번지 한일노벨리아 ,"서울특별시 동대문구 천호대로 289, 한일노벨리아 2층 206,207호 (답십리동)",중국식,동대문구,127.053286,37.56690033,홍콩반점0410 답십리점,서울특별시 동대문구 답십리동 천호대로 289,3.9,중국 음식점,22,37.5668543,127.0532151
민이식당,서울특별시 동대문구 이문동 237-17번지 ,"서울특별시 동대문구 신이문로 36, 1층 (이문동)",한식,동대문구,127.0660269,37.60286865,민이식당,서울특별시 동대문구 이문동 237-17번지 1층,4.0,음식점,1,37.6028635,127.0659946
"백순오 간장게장, 순오가",서울특별시 동대문구 답십리동 256-47 ,"서울특별시 동대문구 전농로3길 62, 1층 (답십리동)",한식,동대문구,127.0559826,37.57048445,백순오 간장게장,서울특별시 동대문구 전농로3길 62,4.8,음식점,6,37.5704841,127.0559828
박가뼈다귀 안암점,서울특별시 동대문구 제기동 1153-16번지 재경포항학사 ,"서울특별시 동대문구 무학로 200, 재경포항학사 1층 101,102호 (제기동)",한식,동대문구,127.0299622,37.58211214,박가네뼈다귀해장국,서울특별시 동대문구 무학로 200,4.0,음식점,233,37.5821117,127.0299623
에잇올리,서울특별시 동대문구 회기동 3-79 ,"서울특별시 동대문구 경희대로6길 3-2, 1,2층 (회기동)",경양식,동대문구,127.0530668,37.5934605,에잇올리,서울특별시 동대문구 회기동 경희대로6길 3-2,4.8,카페,79,37.5934211,127.0530564
고향왕파전,서울특별시 동대문구 휘경동 329번지 ,"서울특별시 동대문구 회기로28길 8, 1층 (휘경동)",한식,동대문구,127.0559201,37.58947859,고향왕파전,서울특별시 동대문구 휘경동 329,2.8,음식점,4,37.589349,127.0560777
멀리건 스크린 골프존,서울특별시 동대문구 장안동 295-6 ,"서울특별시 동대문구 답십리로 267, 지하1층 (장안동)",기타,동대문구,127.0700926,37.57272093,멀리건골프스쿨,서울특별시 동대문구 장안제2동 295-6,3.8,실내 골프 연습장,26,37.5726595,127.0700771
명가통닭 청계센트럴점,서울특별시 동대문구 용두동 255-58 창보리버리치 ,"서울특별시 동대문구 청계천로 483, 창보리버리치 1층 101호 (용두동)",호프/통닭,동대문구,127.0307037,37.57024483,명가통닭 청계센트럴점,서울특별시 동대문구 용두동 255-58,5.0,닭요리전문점,4,37.5702444,127.0307039
청량당,서울특별시 동대문구 청량리동 42-14 ,"서울특별시 동대문구 제기로36길 31, 1층 (청량리동)",한식,동대문구,127.0486631,37.58473398,청량당,서울특별시 동대문구 제기로36길 31,5.0,술집,1,37.5847268,127.0486651
왕도,서울특별시 동대문구 제기동 438-4 ,"서울특별시 동대문구 약령시로 122-4, 1층 (제기동)",한식,동대문구,127.043224,37.58290918,왕도 숯불갈비,서울특별시 동대문구 제기동 약령시로 122,4.2,한식 고기구이 레스토랑,112,37.5829586,127.0434648
왕도,서울특별시 동대문구 제기동 438-3 ,"서울특별시 동대문구 약령시로 120, 1층 (제기동)",한식,동대문구,127.0432982,37.5829665,왕도 숯불갈비,서울특별시 동대문구 제기동 약령시로 122,4.2,한식 고기구이 레스토랑,112,37.5829586,127.0434648
망향비빔국수,서울특별시 동대문구 답십리동 766 백석빌딩 ,"서울특별시 동대문구 한천로 103, 백석빌딩 1층 101호 (답십리동)",기타,동대문구,127.0647438,37.57072966,망향비빔국수 (답십리),서울특별시 동대문구 한천로 103,4.6,한식당,14,37.5706676,127.0647576
해머스미스커피 서울시립대점,서울특별시 동대문구 전농동 150-4 ,"서울특별시 동대문구 서울시립대로 155, 지하1층 (전농동)",기타,동대문구,127.0540114,37.58389576,해머스미스커피서울시립대점,서울특별시 동대문구 전농동 번지 지하 150-4 1층,4.5,카페,2,37.5838867,127.0540048
명가갈비찜,서울특별시 동대문구 청량리동 366 ,"서울특별시 동대문구 홍릉로 50, 1층 (청량리동)",한식,동대문구,127.0439366,37.58480362,명가갈비찜,서울특별시 동대문구 청량리동 366번지 1층 1호,5.0,음식점,1,37.5848111,127.0439332
뮤직 퍼포먼스,서울특별시 동대문구 회기동 60-63 ,"서울특별시 동대문구 회기로13길 14, 지하1층 (회기동)",분식,동대문구,127.051082,37.59211975,뮤직퍼포먼스,서울특별시 동대문구 회기동 번지 지하 60-63 1층,5.0,,1,37.5921197,127.051106
1472 오크장작구이,서울특별시 동대문구 답십리동 469-6 ,"서울특별시 동대문구 황물로 65, 1층 (답십리동)",기타,동대문구,127.0485196,37.57203988,1472 오크장작구이,서울특별시 동대문구 황물로 65 1 층,5.0,숯불구이/바베큐전문점,1,37.5719904,127.0484827
짬뽕지존장안점,서울특별시 동대문구 장안동 372-4 장안동음식점빌딩 ,"서울특별시 동대문구 장한로 109, 장안동음식점빌딩 1층 (장안동)",중국식,동대문구,127.0702167,37.5705093,짬뽕지존 장안점,서울특별시 동대문구 장안동 372-4,4.2,음식점,60,37.5704568,127.0703186
김제식당,서울특별시 동대문구 제기동 1019 경동시장 ,"서울특별시 동대문구 고산자로36길 3, 경동시장 신관 지하1층 40007호 (제기동)",한식,동대문구,127.0393128,37.579163,김제식당,호 경동 시장 KR 서울특별시 동대문구 제기동 1019번지 지하층 층 40007,4.6,음식점,7,37.5792013,127.0391628
스시마루,서울특별시 동대문구 휘경동 286-31 ,"서울특별시 동대문구 망우로18가길 57, 1층 (휘경동)",일식,동대문구,127.0605951,37.58771363,스시마루,서울특별시 동대문구 휘경동 286 31번지 1층,4.6,음식점,13,37.5876985,127.0605974
동래정 장안점,서울특별시 동대문구 장안동 366-6 장안동 상가 ,"서울특별시 동대문구 장한로 106, 장안동 상가 1층 (장안동)",한식,동대문구,127.0705493,37.56988466,동래정 백탄직화 장안점,서울특별시 동대문구 장안동 366-6,5.0,숯불구이/바베큐전문점,3,37.5698487,127.07048
오묘,서울특별시 동대문구 회기동 16-15 ,"서울특별시 동대문구 회기로19길 18, 지층 (회기동)",기타,동대문구,127.0530418,37.59233671,오묘,서울특별시 동대문구 회기동 16-15,4.5,술집,2,37.5923363,127.0530419
그레이드비,서울특별시 동대문구 장안동 460-11 ,"서울특별시 동대문구 장한로6길 32, 1층 (장안동)",기타,동대문구,127.0678011,37.56292239,그레이드비,서울특별시 동대문구 장안동 460 11번지 1층,5.0,,1,37.562894,127.0677876
초장집 장안점,서울특별시 동대문구 장안동 366-6 장안동 상가 ,"서울특별시 동대문구 장한로 106, 장안동 상가 1층 (장안동)",한식,동대문구,127.0705493,37.56988466,초장집장안점,서울특별시 동대문구 장안동 번지 1층 366-6,5.0,음식점,3,37.5698487,127.07048
십이점오도(12.5˚),서울특별시 동대문구 답십리동 36-62번지 ,"서울특별시 동대문구 전농로 55, 1층 (답십리동)",경양식,동대문구,127.0569108,37.56991026,십이점오도,서울특별시 동대문구 답십리동 번지 1층 36-62,4.7,상점,3,37.5698298,127.0569629
일광족발,서울특별시 동대문구 제기동 635-11 ,"서울특별시 동대문구 왕산로33길 18, 1층 (제기동)",한식,동대문구,127.0421403,37.58023174,일광족발,서울특별시 동대문구 제기동 635 11번지 1층,4.0,족발가게,2,37.5801787,127.0421301
보승회관,서울특별시 동대문구 용두동 24-5 ,"서울특별시 동대문구 왕산로 136, 1층 (용두동)",기타,동대문구,127.0386801,37.57797444,보승회관 경동시장사거리점,서울특별시 동대문구 용두동 24-5,3.8,음식점,91,37.5779601,127.0385887
우정식당,서울특별시 동대문구 휘경동 286-330번지 ,"서울특별시 동대문구 망우로18라길 33, 1층 (휘경동)",한식,동대문구,127.061549,37.58581177,우정식당,서울특별시 동대문구 휘경제2동 망우로18라길 33,4.4,음식점,10,37.5858112,127.0615473
마라대학,서울특별시 동대문구 휘경동 319-8번지 ,"서울특별시 동대문구 회기로 192, 2층 (휘경동)",중국식,동대문구,127.0572009,37.58982585,마라대학,서울특별시 동대문구 휘경동 번지 2층 319-8,2.3,음식점,3,37.5897833,127.0571845
티엔티푸드 서울보호관찰소,서울특별시 동대문구 휘경동 43-1번지 서울보호관찰소 ,"서울특별시 동대문구 한천로 272, 서울보호관찰소 후생동 1층 (휘경동)",한식,동대문구,127.0684084,37.58546343,서울보호관찰소,서울특별시 동대문구 한천로 272,4.0,보호관찰 사무소,2,37.5853838,127.0685624
맹자네떡볶이,서울특별시 동대문구 휘경동 276-48번지 ,"서울특별시 동대문구 망우로16길 5, 1층 (휘경동)",한식,동대문구,127.0618196,37.58964027,맹자네떡복이,서울특별시 동대문구 휘경동 276 48번지 1층,4.5,음식점,17,37.5896091,127.061785
박가부대 신설동역점,서울특별시 동대문구 신설동 80-1 ,"서울특별시 동대문구 한빛로 7, 1층 (신설동)",한식,동대문구,127.0242494,37.57661392,박가부대 신설동역점 (Budae Jjigae),"서울특별시 동대문구 신설동 80-1 KR 서울특별시 동대문구 Seoul Dongdaemun-gu ""Sinseol-dong Station"" Exit 1",4.0,음식점,31,37.5765603,127.0242165
(주)비케이우대갈비,서울특별시 동대문구 장안동 345-1 어반슈필라움 ,"서울특별시 동대문구 장한로26가길 29, 어반슈필라움 1층 102,103호 (장안동)",한식,동대문구,127.0715963,37.5704291,BK볏짚 우대갈비 장안동본점,서울특별시 동대문구 장한로26가길 29,3.6,고기 요리 전문점,93,37.5704287,127.0715965
원할머니보쌈회기배달점,서울특별시 동대문구 회기동 103-16번지 ,"서울특별시 동대문구 회기로18길 16, 1층 (회기동)",한식,동대문구,127.0525669,37.5908543,원할머니보쌈회기배달점,서울특별시 동대문구 회기동 103 16번지 1층,5.0,한식당,1,37.5908555,127.0525658
프롬하츠커피 신설역점,서울특별시 동대문구 신설동 89-79번지 ,"서울특별시 동대문구 왕산로 25, 1층 (신설동)",기타,동대문구,127.0261306,37.57681943,프롬하츠커피 신설동역점,서울특별시 동대문구 신설동 89-79,4.1,카페,24,37.576819,127.0261308
해화장,서울특별시 강남구 삼성동 151-18 태령빌딩,"서울특별시 강남구 테헤란로81길 47, 태령빌딩 1동 지상1층 101호 중 103호 (삼성동)",한식,강남구,127.0556187,37.51018601,해화장(Haehwajang),서울특별시 강남구 테헤란로81길 47 1층 103호,4.9,음식점,41,37.5101856,127.0556189
우리상회,서울특별시 동대문구 제기동 992-34 ,"서울특별시 동대문구 경동시장로3길 18-1, 1층 (제기동)",기타,동대문구,127.0397186,37.57964304,우리상회,서울특별시 동대문구 왕산로29길 24,4.0,베트남 음식점,5,37.5797304,127.0396731
키작은아저씨,서울특별시 동대문구 제기동 630-10 ,"서울특별시 동대문구 왕산로35길 21, 1층 (제기동)",통닭(치킨),동대문구,127.0429082,37.58066547,키작은아저씨 떡뽀끼,서울특별시 동대문구 제기동 630-10,4.5,한식당,2,37.5806651,127.0429083
오카에리,서울특별시 동대문구 용두동 235-18 ,"서울특별시 동대문구 무학로 115, 1층 (용두동)",한식,동대문구,127.0304209,37.57447685,이자카야 오카에리,서울특별시 동대문구 일부 235 18번지 용두동 1층,3.0,술집,1,37.5744424,127.0303937
핵밥 경희대점,서울특별시 동대문구 회기동 42-84 ,"서울특별시 동대문구 경희대로 9-1, 2층 (회기동)",기타,동대문구,127.0522811,37.59249037,핵밥 경희대점,서울특별시 동대문구 경희대로 9-1 2층,4.7,음식점,18,37.59249,127.0522812
만복국수집 촬영소사거리점,서울특별시 동대문구 장안동 141-10 ,"서울특별시 동대문구 답십리로 237, 1층 (장안동)",기타,동대문구,127.0667803,37.57295822,만복국수집 촬영소사거리점,서울특별시 동대문구 답십리로 237,4.0,한식당,1,37.5728991,127.0666994
풍년집,서울특별시 동대문구 휘경동 334-2 ,서울특별시 동대문구 망우로1길 37 (휘경동),한식,동대문구,127.0560779,37.58907812,풍년집,서울특별시 동대문구 망우로1길 37,5.0,한식당,2,37.5890761,127.0561216
도모다찌,서울특별시 동대문구 회기동 19 ,"서울특별시 동대문구 경희대로4길 15, 2층 (회기동)",기타,동대문구,127.0535199,37.59248691,도모다찌,회기동 19번지 동대문구 서울특별시 KR,3.7,술집,38,37.5924543,127.0535057
신설동사람들 본점,서울특별시 동대문구 신설동 396-7 ,"서울특별시 동대문구 한빛로 33-2, 1층 (신설동)",호프/통닭,동대문구,127.0264779,37.57845102,신설동사람들,서울특별시 동대문구 신설동 396-7,4.1,맥주 전문점,68,37.5784061,127.0264648
야키니쿠 정,서울특별시 마포구 서교동 396-4,"서울특별시 마포구 어울마당로5길 47, 지1층 (서교동)",기타,마포구,126.9181138,37.54979289,야키니쿠 정,서울특별시 마포구 서교동 396-4,5.0,이자카야,1,37.5497733,126.9181169
명인설렁탕 배봉초교점,서울특별시 동대문구 전농동 1-216 ,"서울특별시 동대문구 사가정로 203, 1층 (전농동)",한식,동대문구,127.0675224,37.57889386,명인설렁탕 배봉초교점,서울특별시 동대문구 사가정로 203 1 층,4.0,한식당,1,37.5788935,127.0675225
무지개맥주,서울특별시 동대문구 회기동 60-47 ,"서울특별시 동대문구 경희대로1길 9, 지층 (회기동)",한식,동대문구,127.051592,37.59162648,무지개맥주 경희대점,서울특별시 동대문구 경희대로1길 9,4.1,음식점,27,37.5915955,127.0515871
술독에 빠진 기린포차,서울특별시 동대문구 이문동 287-41 ,"서울특별시 동대문구 이문로28길 4, 1층 (이문동)",경양식,동대문구,127.0601215,37.59582462,기린포차,서울특별시 동대문구 이문제1동 288-54,4.4,술집,40,37.595822,127.0601618
(주)프레시랩 이터스 멕시칸 외대점,서울특별시 동대문구 이문동 305-2 ,"서울특별시 동대문구 휘경로 13, 3층 (이문동)",기타,동대문구,127.0617424,37.59602181,이터스 외대점,서울 동대문구 휘경로 13 3층,4.9,멕시코 음식점,212,37.5959492,127.0616759
청량리 골목식당,서울특별시 동대문구 청량리동 773 지상1층 ,"서울특별시 동대문구 경동시장로2길 49-1, 1층 (청량리동)",한식,동대문구,127.04364,37.58057593,청량리 골목식당,서울특별시 동대문구 청량리동 경동시장로2길 49-1 1층,2.9,음식점,10,37.5805756,127.0436402
고향홍두깨손칼국수,서울특별시 동대문구 제기동 486-31 ,"서울특별시 동대문구 경동시장로10길 53, 1층 (제기동)",한식,동대문구,127.043658,37.58147057,고향홍두깨칼국수,서울특별시 동대문구 제기동 486-31,3.9,국수 전문점,19,37.5814246,127.0436618
숯불구이?샤브전문점 기와,서울특별시 도봉구 창동 337-2 창동우정빌딩,"서울특별시 도봉구 노해로 331, 창동우정빌딩 2층 (창동)",한식,도봉구,127.0451432,37.651447,숯불구이 샤브전문점 기와,"2nd floor, 331 노해로 도봉구 서울특별시",3.6,한식 고기구이 레스토랑,10,37.6514815,127.0451585
핵밥 한국외대점,서울특별시 동대문구 이문동 288-13 ,"서울특별시 동대문구 휘경로 3, 2층 (이문동)",기타,동대문구,127.0606639,37.59643735,핵밥 한국외대점,서울특별시 동대문구 휘경로 3 2층,5.0,일본 음식점,1,37.596408,127.0606385
송추가마골 창동지점,서울특별시 도봉구 창동 1-28 씨드큐브 창동,"서울특별시 도봉구 마들로13길 61, 씨드큐브 창동 201-7,8호 (창동)",한식,도봉구,127.0496733,37.65450062,송추가마골 인 어반 창동점,서울특별시 도봉구 마들로13길 61,3.5,한식 고기구이 레스토랑,8,37.6542918,127.0497105
달달일상,서울특별시 동대문구 장안동 585 성우스타팰리스 ,"서울특별시 동대문구 사가정로23길 64, 105동 102호 (장안동, 성우스타팰리스)",기타,동대문구,127.070231,37.58162219,달달일상,서울특별시 동대문구 사가정로23길 64 성우스타팰리스 105동 102호,4.0,제과점,1,37.5816218,127.0702312
부어치킨 장한평역점,서울특별시 동대문구 장안동 580 위더스빌 ,"서울특별시 동대문구 한천로 42, 상가동 1층 117,118호 (장안동, 위더스빌)",기타,동대문구,127.0621812,37.56627372,부어치킨 장한평역점,서울특별시 동대문구 장안동 580,5.0,음식점,1,37.5662414,127.0623476
맘스피자 서울시립대점,서울특별시 동대문구 전농동 103-340 씨티빌라트 ,"서울특별시 동대문구 전농로 222, 1층 103호 (전농동, 씨티빌라트)",경양식,동대문구,127.0535992,37.5839453,맘스터치 서울시립대점,서울특별시 동대문구 전농로 222,4.1,패스트푸드점,98,37.5838961,127.0536039
춘하추우동,서울특별시 동대문구 휘경동 264-2 효자 워너빌 ,"서울특별시 동대문구 망우로 67, 103호 (휘경동, 효자 워너빌)",중국식,동대문구,127.0609165,37.58994454,춘하추우동,서울특별시 동대문구 망우로 67 효자워너빌 103호,4.2,일본 음식점,132,37.5899442,127.0609167
숙경이네,서울특별시 동대문구 제기동 289-13번지 ,서울특별시 동대문구 제기로20길 6 (제기동),통닭(치킨),동대문구,127.0414105,37.58636577,숙경이네,제기동 289-13번지 1층 동대문구 서울특별시 KR,4.3,음식점,3,37.5863288,127.0414206
여우애 김밥,서울특별시 동대문구 용두동 40-13번지 동양프라자 ,"서울특별시 동대문구 고산자로 399, 동양프라자 1층 106호 (용두동)",경양식,동대문구,127.0375979,37.57535543,여우애김밥,번지 1층 106호 KR 서울특별시 동대문구 용두동 40-13 동양프라자,4.1,간이음식점,9,37.5752378,127.0377488
용두맥주,서울특별시 동대문구 용두동 118-82번지 ,"서울특별시 동대문구 무학로 112, 1층 (용두동)",호프/통닭,동대문구,127.0308873,37.57422319,용두맥주,서울특별시,4.4,술집,13,37.5741931,127.0308702
명인옛날통닭장안직영점,서울특별시 동대문구 장안동 285-3번지 ,"서울특별시 동대문구 사가정로 231, 1층 (장안동)",호프/통닭,동대문구,127.0706761,37.5789692,명가옛날통닭 장안직영점,서울특별시 동대문구 장안동 285-3,4.0,포장 전문 프라이드 치킨집,90,37.5789219,127.0706672
오뚜기식당,서울특별시 동대문구 제기동 1144-20 외1필지 (새마을길 92) ,,분식,동대문구,127.0392895,37.59092708,오뚜기식당,서울특별시 동대문구 제기동 1144-1번지,4.0,음식점,2,37.5910124,127.0393133
생활맥주 경희대점,서울특별시 동대문구 회기동 42-40 2층 ,"서울특별시 동대문구 경희대로1길 6, 2층 (회기동)",호프/통닭,동대문구,127.05189,37.591766,생활맥주 경희대점,서울특별시 동대문구 경희대로1길 6,4.7,술집,6,37.5917348,127.0518809
한솥외대정문점,서울특별시 동대문구 이문동 287-22번지 지상1층 ,"서울특별시 동대문구 이문로 100 (이문동,지상1층)",한식,동대문구,127.059972,37.5956853,한솥도시락 외대정문점,서울특별시 동대문구 이문동 287-22,4.0,도시락 공급업체,16,37.5956549,127.0599471
영훈공업사(잔울림),서울특별시 동대문구 용두동 231-5 ,"서울특별시 동대문구 한빛로 62-1, 1층 37호 (용두동)",정종/대포집/소주방,동대문구,127.0295199,37.57840404,잔울림,서울특별시 동대문구 무학로37길 12,5.0,술집,2,37.5784036,127.02952
나주곰탕 나주전,서울특별시 동대문구 용두동 24-2번지 ,"서울특별시 동대문구 고산자로 428, 1층 (용두동)",한식,동대문구,127.0386141,37.57772048,나주곰탕나주전,서울특별시 동대문구 용신동 24-2,3.9,한식당,308,37.5776656,127.0385067
윤가네 삼합집,서울특별시 동대문구 답십리동 2-74번지 ,서울특별시 동대문구 답십리로60길 84 (답십리동),한식,동대문구,127.0630189,37.56958995,윤가네삼합집,답십리동 2-74번지 1층 동대문구 서울특별시 KR,4.7,음식점,16,37.5695291,127.0629923
동의보쌈칼국수냉면,서울특별시 동대문구 장안동 305-12번지 ,서울특별시 동대문구 장한로 157 (장안동),냉면집,동대문구,127.0715905,37.57447013,동의보쌈칼국수냉면,서울특별시 동대문구 장안동 305−12,4.2,보쌈 전문점,175,37.574472,127.0716346
늘봄해물찜&손칼국수,서울특별시 동대문구 답십리동 267-8번지 1층 ,"서울특별시 동대문구 전농로 39, 1층 (답십리동)",한식,동대문구,127.0568055,37.56855809,늘봄해물찜&손칼국수,서울특별시 동대문구 답십리제1동 전농로 39,4.0,해산물 요리 전문식당,967,37.5685653,127.0569116
바른식당다림방,서울특별시 동대문구 전농동 24-42번지 ,"서울특별시 동대문구 전농로14길 49, 1층 (전농동)",한식,동대문구,127.059016,37.57539965,바른식당 다림방,서울특별시 동대문구 전농제2동 전농로14길 49,4.3,음식점,50,37.5753481,127.0590191
차포차,서울특별시 동대문구 장안동 363-1번지 ,"서울특별시 동대문구 장한로 76, 1층 (장안동)",정종/대포집/소주방,동대문구,127.0689806,37.56754693,차포차,서울특별시 동대문구 장안동 장한로 76,4.5,음식점,12,37.5674879,127.0689755
풀초롱밥상(회기점),서울특별시 동대문구 회기동 42-5 ,"서울특별시 동대문구 경희대로1가길 42, 1층 (회기동)",경양식,동대문구,127.0521053,37.59296666,풀초롱밥상,서울특별시 동대문구 회기동 42-5번지,4.0,음식점,4,37.5929305,127.052099
명품참숯화로구이,서울특별시 동대문구 청량리동 324번지 ,"서울특별시 동대문구 홍릉로 36-2, 1층 (청량리동)",식육(숯불구이),동대문구,127.0442908,37.58362312,명품참숯화로구이,청량리동 324번지 1층 동대문구 서울특별시 KR,4.3,음식점,11,37.5835894,127.0442783
평양 냉면,서울특별시 동대문구 청량리동 296 ,"서울특별시 동대문구 홍릉로 14-3, 1층 (청량리동)",한식,동대문구,127.0450829,37.58165697,평양냉면 본점,서울특별시 동대문구 홍릉로 14-3,3.9,냉면 전문점,179,37.5816237,127.0448964
노다지삼겹살,서울특별시 동대문구 장안동 373-9번지 ,서울특별시 동대문구 장한로21길 11-3 (장안동),한식,동대문구,127.0694149,37.56979757,노다지삼겹살,장안동 373-9번지 동대문구 서울특별시 KR,3.5,한식당,2,37.5697673,127.0694112
영광식당,서울특별시 동대문구 용두동 233-26 1층 ,"서울특별시 동대문구 왕산로 41, 1층 (용두동)",정종/대포집/소주방,동대문구,127.0280209,37.57728692,영광식당,서울특별시 동대문구 왕산로 41,4.3,한식당,3,37.5772619,127.0280046
민들레영토경희대점,서울특별시 동대문구 회기동 60-84번지 (과학원1길 8) ,"서울특별시 동대문구 경희대로1길 34 (회기동,(과학원1길 8))",경양식,동대문구,127.050337,37.59199467,민들레영토 경희대점,서울특별시 동대문구 회기동 60-84,4.1,카페,105,37.591977,127.050351
푸른물고기(장안점),서울특별시 동대문구 장안동 152-11 ,"서울특별시 동대문구 한천로26길 16, 1층 (장안동)",정종/대포집/소주방,동대문구,127.0666819,37.57160811,푸른물고기,서울특별시 동대문구 장안동 152 11번지 1층,5.0,해산물 요리 전문식당,1,37.5715866,127.0666808
최강낙지,서울특별시 동대문구 용두동 39-951번지 지하1층 ,"서울특별시 동대문구 고산자로28길 21 (용두동,지하1층)",한식,동대문구,127.0395068,37.57522687,최강낙지,서울특별시 동대문구 용두동 39-951,4.3,음식점,33,37.5751737,127.0394911
대명수산,서울특별시 동대문구 장안동 429-4번지 (안골공원1길 22) ,"서울특별시 동대문구 장한로9길 8 (장안동,(안골공원1길 22))",한식,동대문구,127.0668403,37.56579899,대명수산 해물샤브샤브전문점,서울특별시 동대문구 장한로9길 8,4.1,해산물 요리 전문식당,182,37.5657986,127.0668405
나래김밥,서울특별시 동대문구 신설동 76-55 ,"서울특별시 동대문구 왕산로 17-5, 1층 (신설동)",분식,동대문구,127.0253146,37.57667637,나래김밥,서울특별시 동대문구 신설동 76-55,5.0,,1,37.5766455,127.0252702
이모네파전투(Ⅱ),서울특별시 동대문구 휘경동 334-13 ,서울특별시 동대문구 회기로28길 12-3 (휘경동),호프/통닭,동대문구,127.055987,37.58915348,이모네왕파전,서울특별시 동대문구 휘경동 회기로28길 12-3,3.9,술집,610,37.589228,127.0560446
오늘동,서울특별시 동대문구 장안동 424-10 ,"서울특별시 동대문구 장한로5길 18, 1층 (장안동)",식육(숯불구이),동대문구,127.0653755,37.56455698,오늘동 장안,서울특별시 동대문구 장안동 424-10,4.5,일본 음식점,77,37.5645566,127.0653757
봄의정원 회기점,서울특별시 동대문구 회기동 60-99 1층 ,"서울특별시 동대문구 경희대로1길 35, 1층 (회기동)",한식,동대문구,127.0502468,37.59177887,봄의정원 회기점 / Springgarden Hoegi(kyunghee univ.) / 春の庭園慶熙大学店 / 春之庭院庆熙大店,서울특별시 동대문구 경희대로1길 35 봄의정원 회기점,4.4,서양음식전문점,49,37.5917516,127.0502508
페리카나,서울특별시 동대문구 청량리동 50-19번지 ,"서울특별시 동대문구 왕산로 247, 1층 (청량리동)",호프/통닭,동대문구,127.0488778,37.58330185,페리카나,서울특별시 동대문구 왕산로 247,4.0,포장 전문 프라이드 치킨집,2,37.5832563,127.0488788
골목족발,서울특별시 동대문구 회기동 76-5번지 ,"서울특별시 동대문구 회기로26길 5, 1층 (회기동)",한식,동대문구,127.054674,37.59023498,골목족발,회기동 76-5번지 1층 동대문구 서울특별시 KR,4.4,음식점,73,37.5901993,127.0546734
새마을식당 청량리점,서울특별시 동대문구 전농동 602-14 ,"서울특별시 동대문구 왕산로 270, 1층 (전농동)",한식,동대문구,127.0509129,37.5846277,새마을식당 청량리점,서울특별시 동대문구 왕산로 270,4.5,한식 고기구이 레스토랑,17,37.5845818,127.0509062
굿갓,서울특별시 동대문구 회기동 16-23 ,"서울특별시 동대문구 회기로19길 12, 1층 (회기동)",경양식,동대문구,127.0529931,37.59207217,굿갓,서울특별시 동대문구 회기동 16-23번지 1층,4.4,음식점,20,37.5920391,127.0529731
